Supplier,Website,Email,Framework,Borough,Councils Named,Council Access Basis,Companies House No,Notice ID,Awarded Date,Contact Status,Notes,Check
Homes 2 Inspire Ltd,http://homes2inspire.com/,referrals@homes2inspire.co.uk,Northamptonshire Children's Trust for the Provision of Homes for Children and Young People in our Care Independent Fostering Arrangements and Children's Homes,Northamptonshire (Children's Trust),North Northamptonshire Council; West Northamptonshire Council,"Northamptonshire Children's Trust is the sole buyer on the DPS (FTS 006743-2024 plus reopenings 015657-2024, 017284-2024 and 017703-2024; DPS runs 1 Feb 2024 - 31 Mar 2028, extendable to 2031). The North Northamptonshire Procurement Team runs it (procurement@northnorthants.gov.uk). Neither council is a named contracting authority. Both councils are covered indirectly: the Trust's site says it 'is owned by North and West Northamptonshire Council's' and it delivers children's social care for both. Placements are made by the Trust for children in the care of either council, so coverage is both unitary areas of Northamptonshire.",10592680,NCT - IFA 2024,10/01/2024,verified (existing data),,
Horizon Care and Education,http://horizoncare.co.uk/,enquiries@horizoncare.co.uk,Northamptonshire Children's Trust for the Provision of Homes for Children and Young People in our Care Independent Fostering Arrangements and Children's Homes,Northamptonshire (Children's Trust),North Northamptonshire Council; West Northamptonshire Council,"Northamptonshire Children's Trust is the sole buyer on the DPS (FTS 006743-2024 plus reopenings 015657-2024, 017284-2024 and 017703-2024; DPS runs 1 Feb 2024 - 31 Mar 2028, extendable to 2031). The North Northamptonshire Procurement Team runs it (procurement@northnorthants.gov.uk). Neither council is a named contracting authority. Both councils are covered indirectly: the Trust's site says it 'is owned by North and West Northamptonshire Council's' and it delivers children's social care for both. Placements are made by the Trust for children in the care of either council, so coverage is both unitary areas of Northamptonshire.",6454959,NCT - IFA 2024,10/01/2024,verified (existing data),,
Inspirations Leicestershire Ltd,https://www.inspirations-oadby.co.uk/,No email or contact form found on website,Northamptonshire Children's Trust for the Provision of Homes for Children and Young People in our Care Independent Fostering Arrangements and Children's Homes,Northamptonshire (Children's Trust),North Northamptonshire Council; West Northamptonshire Council,"Northamptonshire Children's Trust is the sole buyer on the DPS (FTS 006743-2024 plus reopenings 015657-2024, 017284-2024 and 017703-2024; DPS runs 1 Feb 2024 - 31 Mar 2028, extendable to 2031). The North Northamptonshire Procurement Team runs it (procurement@northnorthants.gov.uk). Neither council is a named contracting authority. Both councils are covered indirectly: the Trust's site says it 'is owned by North and West Northamptonshire Council's' and it delivers children's social care for both. Placements are made by the Trust for children in the care of either council, so coverage is both unitary areas of Northamptonshire.",7765916,NCT - IFA 2024,10/01/2024,web research (medium),"Oadby children's homes, matching the CH 07765916 Oadby address. Only email on the site is hr@insp.uk (HR), so left blank. Note: inspirationscare.co.uk is Inspirations Care Ltd (Coalville), a different entity.",
Living Life (UK) Ltd T/AS The Banyan Tree,https://banyantree.uk.com/,residentialreferrals@sbc-holdings-limited.com,Northamptonshire Children's Trust for the Provision of Homes for Children and Young People in our Care Independent Fostering Arrangements and Children's Homes,Northamptonshire (Children's Trust),North Northamptonshire Council; West Northamptonshire Council,"Northamptonshire Children's Trust is the sole buyer on the DPS (FTS 006743-2024 plus reopenings 015657-2024, 017284-2024 and 017703-2024; DPS runs 1 Feb 2024 - 31 Mar 2028, extendable to 2031). The North Northamptonshire Procurement Team runs it (procurement@northnorthants.gov.uk). Neither council is a named contracting authority. Both councils are covered indirectly: the Trust's site says it 'is owned by North and West Northamptonshire Council's' and it delivers children's social care for both. Placements are made by the Trust for children in the care of either council, so coverage is both unitary areas of Northamptonshire.",5455598,NCT - IFA 2024,10/01/2024,web research (high),"Footer confirms Living Life (UK) Limited t/a The Banyan Tree, company 05455598, Northampton office; part of Silver Birch Care (Holdings). Referrals email published on site.",
Meadows Care Limited,https://www.meadowscare.co.uk/,enquiries@meadowscare.co.uk,Northamptonshire Children's Trust for the Provision of Homes for Children and Young People in our Care Independent Fostering Arrangements and Children's Homes,Northamptonshire (Children's Trust),North Northamptonshire Council; West Northamptonshire Council,"Northamptonshire Children's Trust is the sole buyer on the DPS (FTS 006743-2024 plus reopenings 015657-2024, 017284-2024 and 017703-2024; DPS runs 1 Feb 2024 - 31 Mar 2028, extendable to 2031). The North Northamptonshire Procurement Team runs it (procurement@northnorthants.gov.uk). Neither council is a named contracting authority. Both councils are covered indirectly: the Trust's site says it 'is owned by North and West Northamptonshire Council's' and it delivers children's social care for both. Placements are made by the Trust for children in the care of either council, so coverage is both unitary areas of Northamptonshire.",5087886,NCT - IFA 2024,10/01/2024,verified (existing data),,
Parkview Care (Broadstairs) Limited,https://parkviewcare.co.uk/,info@parkviewcare.co.uk,Northamptonshire Children's Trust for the Provision of Homes for Children and Young People in our Care Independent Fostering Arrangements and Children's Homes,Northamptonshire (Children's Trust),North Northamptonshire Council; West Northamptonshire Council,"Northamptonshire Children's Trust is the sole buyer on the DPS (FTS 006743-2024 plus reopenings 015657-2024, 017284-2024 and 017703-2024; DPS runs 1 Feb 2024 - 31 Mar 2028, extendable to 2031). The North Northamptonshire Procurement Team runs it (procurement@northnorthants.gov.uk). Neither council is a named contracting authority. Both councils are covered indirectly: the Trust's site says it 'is owned by North and West Northamptonshire Council's' and it delivers children's social care for both. Placements are made by the Trust for children in the care of either council, so coverage is both unitary areas of Northamptonshire.",7246265,NCT - IFA 2024,10/01/2024,verified (existing data),,
Pathways Care Group Limited - Salutem Shared Services Limited,https://www.salutemcareandeducation.co.uk/,enquiries@salutemsharedservices.co.uk,Northamptonshire Children's Trust for the Provision of Homes for Children and Young People in our Care Independent Fostering Arrangements and Children's Homes,Northamptonshire (Children's Trust),North Northamptonshire Council; West Northamptonshire Council,"Northamptonshire Children's Trust is the sole buyer on the DPS (FTS 006743-2024 plus reopenings 015657-2024, 017284-2024 and 017703-2024; DPS runs 1 Feb 2024 - 31 Mar 2028, extendable to 2031). The North Northamptonshire Procurement Team runs it (procurement@northnorthants.gov.uk). Neither council is a named contracting authority. Both councils are covered indirectly: the Trust's site says it 'is owned by North and West Northamptonshire Council's' and it delivers children's social care for both. Placements are made by the Trust for children in the care of either council, so coverage is both unitary areas of Northamptonshire.",03409137,NCT - IFA 2024,10/01/2024,web research (high),Salutem group site (CH 03409137 at Salutem's Windsor address). Existing values confirmed.,
Resolute Care LTD,https://www.resolutecare.co.uk/,referrals@resolutecare.co.uk,Northamptonshire Children's Trust for the Provision of Homes for Children and Young People in our Care Independent Fostering Arrangements and Children's Homes,Northamptonshire (Children's Trust),North Northamptonshire Council; West Northamptonshire Council,"Northamptonshire Children's Trust is the sole buyer on the DPS (FTS 006743-2024 plus reopenings 015657-2024, 017284-2024 and 017703-2024; DPS runs 1 Feb 2024 - 31 Mar 2028, extendable to 2031). The North Northamptonshire Procurement Team runs it (procurement@northnorthants.gov.uk). Neither council is a named contracting authority. Both councils are covered indirectly: the Trust's site says it 'is owned by North and West Northamptonshire Council's' and it delivers children's social care for both. Placements are made by the Trust for children in the care of either council, so coverage is both unitary areas of Northamptonshire.",9332138,NCT - IFA 2024,10/01/2024,web research (high),"Stored resolutecaregroup.com is 'Resolute Healthcare', a Hull/Yorkshire staffing agency - different company, removed. Companies House: RESOLUTE CARE LTD 09332138, active, inc 28 Nov 2014, Unit 27 Trent South Industrial Park, Nottingham NG2 4EQ, SIC 87900, directors incl. Paul Bancroft. resolutecare.co.uk is a children's homes provider founded 2014 led by MD Paul Bancroft - matches.",
Rise Above Care Limited,http://www.riseabovecare.co.uk/,info@riseabovecare.co.uk,Northamptonshire Children's Trust for the Provision of Homes for Children and Young People in our Care Independent Fostering Arrangements and Children's Homes,Northamptonshire (Children's Trust),North Northamptonshire Council; West Northamptonshire Council,"Northamptonshire Children's Trust is the sole buyer on the DPS (FTS 006743-2024 plus reopenings 015657-2024, 017284-2024 and 017703-2024; DPS runs 1 Feb 2024 - 31 Mar 2028, extendable to 2031). The North Northamptonshire Procurement Team runs it (procurement@northnorthants.gov.uk). Neither council is a named contracting authority. Both councils are covered indirectly: the Trust's site says it 'is owned by North and West Northamptonshire Council's' and it delivers children's social care for both. Placements are made by the Trust for children in the care of either council, so coverage is both unitary areas of Northamptonshire.",12863310,NCT - IFA 2024,10/01/2024,verified (existing data),,
SEMI-INDEPENDENT HOUSE LIMITED,https://semi-independent-house.net/,info@semi-independent-house.co.uk,Northamptonshire Children's Trust for the Provision of Homes for Children and Young People in our Care Independent Fostering Arrangements and Children's Homes,Northamptonshire (Children's Trust),North Northamptonshire Council; West Northamptonshire Council,"Northamptonshire Children's Trust is the sole buyer on the DPS (FTS 006743-2024 plus reopenings 015657-2024, 017284-2024 and 017703-2024; DPS runs 1 Feb 2024 - 31 Mar 2028, extendable to 2031). The North Northamptonshire Procurement Team runs it (procurement@northnorthants.gov.uk). Neither council is a named contracting authority. Both councils are covered indirectly: the Trust's site says it 'is owned by North and West Northamptonshire Council's' and it delivers children's social care for both. Placements are made by the Trust for children in the care of either council, so coverage is both unitary areas of Northamptonshire.",6570060,NCT - IFA 2024,10/01/2024,verified (existing data),,
Tonre Limited,https://tdsupportedliving.co.uk/,admin@tdsupportedliving.co.uk,Northamptonshire Children's Trust for the Provision of Homes for Children and Young People in our Care Independent Fostering Arrangements and Children's Homes,Northamptonshire (Children's Trust),North Northamptonshire Council; West Northamptonshire Council,"Northamptonshire Children's Trust is the sole buyer on the DPS (FTS 006743-2024 plus reopenings 015657-2024, 017284-2024 and 017703-2024; DPS runs 1 Feb 2024 - 31 Mar 2028, extendable to 2031). The North Northamptonshire Procurement Team runs it (procurement@northnorthants.gov.uk). Neither council is a named contracting authority. Both councils are covered indirectly: the Trust's site says it 'is owned by North and West Northamptonshire Council's' and it delivers children's social care for both. Placements are made by the Trust for children in the care of either council, so coverage is both unitary areas of Northamptonshire.",14051222,NCT - IFA 2024,10/01/2024,web research (high),CQC lists Tonre Limited 'also known as TD Supported Living Services'; CH 14051222 Northampton. Existing values confirmed.,
Total Care Matters Limited,http://www.totalcarematters.co.uk/,admin@totalcarematters.co.uk,Northamptonshire Children's Trust for the Provision of Homes for Children and Young People in our Care Independent Fostering Arrangements and Children's Homes,Northamptonshire (Children's Trust),North Northamptonshire Council; West Northamptonshire Council,"Northamptonshire Children's Trust is the sole buyer on the DPS (FTS 006743-2024 plus reopenings 015657-2024, 017284-2024 and 017703-2024; DPS runs 1 Feb 2024 - 31 Mar 2028, extendable to 2031). The North Northamptonshire Procurement Team runs it (procurement@northnorthants.gov.uk). Neither council is a named contracting authority. Both councils are covered indirectly: the Trust's site says it 'is owned by North and West Northamptonshire Council's' and it delivers children's social care for both. Placements are made by the Trust for children in the care of either council, so coverage is both unitary areas of Northamptonshire.",6334177,NCT - IFA 2024,10/01/2024,verified (existing data),,
Xtra Healthcare,https://www.xtrahealthcare.co.uk/,info@xtrahealthcare.co.uk,Northamptonshire Children's Trust for the Provision of Homes for Children and Young People in our Care Independent Fostering Arrangements and Children's Homes,Northamptonshire (Children's Trust),North Northamptonshire Council; West Northamptonshire Council,"Northamptonshire Children's Trust is the sole buyer on the DPS (FTS 006743-2024 plus reopenings 015657-2024, 017284-2024 and 017703-2024; DPS runs 1 Feb 2024 - 31 Mar 2028, extendable to 2031). The North Northamptonshire Procurement Team runs it (procurement@northnorthants.gov.uk). Neither council is a named contracting authority. Both councils are covered indirectly: the Trust's site says it 'is owned by North and West Northamptonshire Council's' and it delivers children's social care for both. Placements are made by the Trust for children in the care of either council, so coverage is both unitary areas of Northamptonshire.",10180174,NCT - IFA 2024,10/01/2024,verified (existing data),,"homecare and housing both on homepage (homecare 17, housing 18)"
Metropolitan Housing Trust,https://www.metropolitan.org.uk,customerservices@metropolitan.org.uk,"Contract for the provision of Care Support in Residential Accommodation, Supported Living and Floating Support for Adults with a Learing Disability",Richmond upon Thames,Richmond upon Thames,"Commissioning council only - not a joint Richmond/Wandsworth contract. The CF notice BIP295641823 covers LD adults 'in the borough', with London Borough of Richmond upon Thames as the only organisation. The shared Richmond contracts register has a 'Wandsworth/Richmond/Both' column, and it marks the resulting 'LD Right Care Right Place' lots (United Response, Metropolitan, Walsingham) as 'Richmond', not 'Both'.",,BIP295641823,04/01/2018,verified (existing data),Supported living contract over £10m - includes housing,
United Response,https://www.unitedresponse.org.uk,info@unitedresponse.org.uk,"Contract for the provision of Care Support in Residential Accommodation, Supported Living and Floating Support for Adults with a Learing Disability",Richmond upon Thames,Richmond upon Thames,"Commissioning council only - not a joint Richmond/Wandsworth contract. The CF notice BIP295641823 covers LD adults 'in the borough', with London Borough of Richmond upon Thames as the only organisation. The shared Richmond contracts register has a 'Wandsworth/Richmond/Both' column, and it marks the resulting 'LD Right Care Right Place' lots (United Response, Metropolitan, Walsingham) as 'Richmond', not 'Both'.",,BIP295641823,04/01/2018,verified (existing data),Supported living contract over £10m - includes housing,
Walsingham Support,https://www.walsingham.com/,enquiries@walsingham.com,"Contract for the provision of Care Support in Residential Accommodation, Supported Living and Floating Support for Adults with a Learing Disability",Richmond upon Thames,Richmond upon Thames,"Commissioning council only - not a joint Richmond/Wandsworth contract. The CF notice BIP295641823 covers LD adults 'in the borough', with London Borough of Richmond upon Thames as the only organisation. The shared Richmond contracts register has a 'Wandsworth/Richmond/Both' column, and it marks the resulting 'LD Right Care Right Place' lots (United Response, Metropolitan, Walsingham) as 'Richmond', not 'Both'.",,BIP295641823,04/01/2018,verified (existing data),Supported living contract over £10m - includes housing,
Look Ahead Care and Support,http://www.lookahead.org.uk/,getintouch@lookahead.org.uk,Mental Health Accommodation Pathway,Richmond upon Thames,Richmond upon Thames,"Commissioning council only - not joint. The CF notice BIP302222720 says services are delivered 'within the borough'. The Richmond contracts register lists 'Mental Health Accommodation Pathway' (Look Ahead, £3,282,680) as 'Richmond', not 'Both'.",,BIP302222720,20/11/2017,verified (existing data),Single-award contract kept: mental health accommodation pathway,
Hestia Housing and Support,https://www.hestia.org,info@hestia.org,LBS Social Inclusion Supported Housing Tender,Southwark,Southwark,commissioning council only,,5f01b648-fca2-4a25-abed-09d788ae4cc2,2026-03-31,verified (existing data),"Contracts Finder harvest: Rules 1-3: social inclusion supported housing across several buildings, 4 suppliers",
Peabody Trust,https://www.peabody.org.uk,supported.housing@peabody.org.uk,LBS Social Inclusion Supported Housing Tender,Southwark,Southwark,commissioning council only,,5f01b648-fca2-4a25-abed-09d788ae4cc2,2026-03-31,verified (existing data),"Contracts Finder harvest: Rules 1-3: social inclusion supported housing across several buildings, 4 suppliers; Supported living contract over £10m - includes housing",
Southside Partnership,https://certitude.org.uk/,Contact form: https://certitude.org.uk/contact,LBS Social Inclusion Supported Housing Tender,Southwark,Southwark,commissioning council only,,5f01b648-fca2-4a25-abed-09d788ae4cc2,2026-03-31,web research (high),"Contracts Finder harvest: Rules 1-3: social inclusion supported housing across several buildings, 4 suppliers; Charity subsidiary of Certitude (group site used; no own site). Supported living/care for learning disabilities, autism and mental health across London. Contact page gives phone 020 8772 6222 only; only email is communications@ (media) - no enquiries email, so left blank.",
Turning Point Services Ltd,https://www.turning-point.co.uk,housing@turning-point.co.uk,LBS Social Inclusion Supported Housing Tender,Southwark,Southwark,commissioning council only,,5f01b648-fca2-4a25-abed-09d788ae4cc2,2026-03-31,verified (existing data),"Contracts Finder harvest: Rules 1-3: social inclusion supported housing across several buildings, 4 suppliers; Turning Point (England, CH 02166697); previous data pointed at Turning Point Scotland, a different charity",
St Mungo Community Housing Association,https://www.mungos.org,info@mungos.org,Housing Support Service for Vulnerable Adults,Sutton,Sutton,Commissioning council only - no participating authorities named in the notice,,LBSUT001-DN351239-57558515,06/11/2018,verified (existing data),Single-award contract kept: 130 units across a number of properties,
CAYSH,http://www.caysh.org/,info@caysh.org,Housing Support Service for Young People,Sutton,Sutton,Commissioning council only - no participating authorities named in the notice,,LBSUT001-DN364890-15573284,24/12/2018,verified (existing data),Single-award contract kept: 39 units across 9 properties,
Barnardo's,https://www.barnardos.org.uk/get-support/services/barnardos-nurture-service-inverclyde-thrive-your-time,Contact form: https://www.barnardos.org.uk/contact-us,Housing Support for Care Leavers and Children in Care Aged 16-24,Sutton,Sutton,Commissioning council only - no participating authorities named in the notice,,LBSUT001-DN614118-08927572,25/08/2022,verified (existing data),,
Depaul UK,https://www.depaul.org.uk/,depaul@depaulcharity.org.uk,Housing Support for Care Leavers and Children in Care Aged 16-24,Sutton,Sutton,Commissioning council only - no participating authorities named in the notice,,LBSUT001-DN614118-08927572,25/08/2022,web research (high),Email published on depaul.org.uk/contact-us,
Southcroft Healthcare Lodge Ltd,https://southcroftlodge.co.uk/,info@southcroftlodge.co.uk,Mental Health Support Service (RETENDER),Sutton,Sutton,Commissioning council only - no participating authorities named in the notice,,LBSUT001-DN610442-91116649,21/10/2022,web research (high),"Single-award contract kept: 2 supported housing properties; Site names Southcroft Healthcare Lodge Ltd (Companies House 12951105, CQC provider 1-21744538005). Head office 1A Kempshott Road, Streatham SW16 5LG; tel 0208 764 9888. A referral/enquiry form is also on the homepage.",
Abiding Limited,https://www.abidingcare.co.uk,referrals@abidingcare.co.uk,Semi-Independent Accommodation Framework,Sutton,Sutton,Commissioning council only - no participating authorities named in the notice,,LBSUT001-DN282435-30346400,30/04/2018,verified (existing data),,
AMBITIONZ Ltd,https://www.ambitionbs.com/,event@ambitionbs.com,Semi-Independent Accommodation Framework,Sutton,Sutton,Commissioning council only - no participating authorities named in the notice,,LBSUT001-DN282435-30346400,30/04/2018,verified (existing data),,
Care R Us Ltd T/A Krossroads,http://krossroads.org.uk/,management@krossroads.org.uk,Semi-Independent Accommodation Framework,Sutton,Sutton,Commissioning council only - no participating authorities named in the notice,,LBSUT001-DN282435-30346400,30/04/2018,web research (medium),"Existing website correct; existing email (crossroads-caringforcarers.org) belonged to a different charity. Companies House shows Care R Us (London) Ltd (11580361) and Krossroads (London) Ltd (11628618) share the same registered office (4a Pallister Road, Clacton), supporting the trading-as link. Krossroads runs 16+ semi-independent units in Edmonton N9.",
CAYSH,http://www.caysh.org/,info@caysh.org,Semi-Independent Accommodation Framework,Sutton,Sutton,Commissioning council only - no participating authorities named in the notice,,LBSUT001-DN282435-30346400,30/04/2018,verified (existing data),,
Crown Social Care Ltd,http://crownsocialcare.org.uk,info@crownsocialcare.org.uk,Semi-Independent Accommodation Framework,Sutton,Sutton,Commissioning council only - no participating authorities named in the notice,,LBSUT001-DN282435-30346400,30/04/2018,verified (existing data),,
Daley Bread,https://www.daleybread.co.uk/,infodaleybread@yahoo.co.uk,Semi-Independent Accommodation Framework,Sutton,Sutton,Commissioning council only - no participating authorities named in the notice,,LBSUT001-DN282435-30346400,30/04/2018,web research (medium),"Existing website (dalybread.co.uk) is a bakery and was wrong. Daley Bread Ltd (CH 07571678, charity 1118506, Bromley; SIC includes other accommodation) works with care leavers, looked-after children and vulnerable young people. The Yahoo address is genuinely the one published on its own contact page. No explicit Sutton reference found.",
Dunfield and Mead Ltd.,https://dunfieldandmead.co.uk/,info@dunfieldandmead.com,Semi-Independent Accommodation Framework,Sutton,Sutton,Commissioning council only - no participating authorities named in the notice,,LBSUT001-DN282435-30346400,30/04/2018,verified (existing data),,
Elite Housing & Support Ltd,https://www.elitehousingandsupport.co.uk/,info@elitehousingandsupport.co.uk,Semi-Independent Accommodation Framework,Sutton,Sutton,Commissioning council only - no participating authorities named in the notice,,LBSUT001-DN282435-30346400,30/04/2018,verified (existing data),,
Explore Independence Ltd,https://exploreindependenceltd.com/,info@exploreuk.co.uk,Semi-Independent Accommodation Framework,Sutton,Sutton,Commissioning council only - no participating authorities named in the notice,,LBSUT001-DN282435-30346400,30/04/2018,web research (medium),"Explore Independence Ltd (CH 08323337, Loughton) provides London supported accommodation for 16+. info@exploreuk.co.uk is published on its own site despite the different domain, so the existing values were correct.",
Freshstart Care Solutions Ltd,https://www.freshstartcaresolutions.com/,admin@freshstartcaresolutions.co.uk,Semi-Independent Accommodation Framework,Sutton,Sutton,Commissioning council only - no participating authorities named in the notice,,LBSUT001-DN282435-30346400,30/04/2018,verified (existing data),,
Green Harvest Capital Consulting Ltd,http://www.greenharvestcc.com/,admin@greenharvestcc.com,Semi-Independent Accommodation Framework,Sutton,Sutton,Commissioning council only - no participating authorities named in the notice,,LBSUT001-DN282435-30346400,30/04/2018,verified (existing data),,
Heartwood Care,https://www.heartwoodcare.org/,info@heartwoodcare.org,Semi-Independent Accommodation Framework,Sutton,Sutton,Commissioning council only - no participating authorities named in the notice,,LBSUT001-DN282435-30346400,30/04/2018,web research (medium),"Heartwood Care Group, Ilford IG3 (London/Essex): 16+ semi-independent and supported living for young people. Existing trixonline/CQC values were wrong. No direct Sutton reference found, but the name and service type match.",
Higher Level Care,http://www.higherlevelcare.org/,info@higherlevelcare.org,Semi-Independent Accommodation Framework,Sutton,Sutton,Commissioning council only - no participating authorities named in the notice,,LBSUT001-DN282435-30346400,30/04/2018,verified (existing data),,
Independence way Ltd,http://independenceway.co.uk/,info@independenceway.co.uk,Semi-Independent Accommodation Framework,Sutton,Sutton,Commissioning council only - no participating authorities named in the notice,,LBSUT001-DN282435-30346400,30/04/2018,verified (existing data),,
Jordan Xavier Ltd,http://jordanxavier.co.uk/,info@jordanxavier.co.uk,Semi-Independent Accommodation Framework,Sutton,Sutton,Commissioning council only - no participating authorities named in the notice,,LBSUT001-DN282435-30346400,30/04/2018,verified (existing data),,
MidCo Care Limited,http://www.midco-care.co.uk/,info@midco-care.co.uk,Semi-Independent Accommodation Framework,Sutton,Sutton,Commissioning council only - no participating authorities named in the notice,,LBSUT001-DN282435-30346400,30/04/2018,verified (existing data),,"homecare and housing both on homepage (homecare 12, housing 18)"
ownlife ltd,https://www.ownlife.org.uk/,hr@ownlife.org.uk,Semi-Independent Accommodation Framework,Sutton,Sutton,Commissioning council only - no participating authorities named in the notice,,LBSUT001-DN282435-30346400,30/04/2018,verified (existing data),,
PATHFINDER CARE SERVICES,https://www.pathfinderscareservices.org/,info@pathfinderscareservices.com,Semi-Independent Accommodation Framework,Sutton,Sutton,Commissioning council only - no participating authorities named in the notice,,LBSUT001-DN282435-30346400,30/04/2018,verified (existing data),,
Sanctuary Home Care t/a Sanctuary Supported Living,https://www.sanctuary-supported-living.co.uk/,Contact form: https://www.sanctuary-supported-living.co.uk/ssl-contact-us,Semi-Independent Accommodation Framework,Sutton,Sutton,Commissioning council only - no participating authorities named in the notice,,LBSUT001-DN282435-30346400,30/04/2018,web research (high),"Website is Sanctuary Supported Living's own site (part of Sanctuary Group; homepage used instead of the tech-enabled-living subpage). The only published email, pr@sanctuary.co.uk, is the press office; general and referral enquiries go through the contact form. Same group as Sanctuary Housing Association.",
Step Ahead Services Ltd,http://www.step-a-head.co.uk/,Info@step-a-head.co.uk,Semi-Independent Accommodation Framework,Sutton,Sutton,Commissioning council only - no participating authorities named in the notice,,LBSUT001-DN282435-30346400,30/04/2018,verified (existing data),,
The Artemis Team,http://www.theartemisteam.com/,support@theartemisteam.com,Semi-Independent Accommodation Framework,Sutton,Sutton,Commissioning council only - no participating authorities named in the notice,,LBSUT001-DN282435-30346400,30/04/2018,verified (existing data),,
Transforming Lives Co (TLC).,https://transform-lives.org/,teamtlc@transform-lives.org,Semi-Independent Accommodation Framework,Sutton,Sutton,Commissioning council only - no participating authorities named in the notice,,LBSUT001-DN282435-30346400,30/04/2018,verified (existing data),,
Choice Support,https://www.choicesupport.org.uk,info@choicesupport.org.uk,Supported Living - Locality Care & Support Providers,Sutton,Sutton,Commissioning council only - no participating authorities named in the notice,,LBSUT001-DN356792-29194917,08/01/2019,verified (existing data),Supported living contract over £10m - includes housing,
Living Ambitions Limited,https://lifeways.co.uk/,marketing@lifeways.co.uk,Supported Living - Locality Care & Support Providers,Sutton,Sutton,Commissioning council only - no participating authorities named in the notice,,LBSUT001-DN356792-29194917,08/01/2019,web research (medium),Living Ambitions is part of the Lifeways Group. The contact page lists only marketing@ (for public/non-media enquiries) and press@ (media); there is no general or referrals email. dpo@ was a data-protection address.; Supported living contract over £10m - includes housing,
Walsingham,https://www.walsingham.com/,enquiries@walsingham.com,Supported Living - Locality Care & Support Providers,Sutton,Sutton,Commissioning council only - no participating authorities named in the notice,,LBSUT001-DN356792-29194917,08/01/2019,web research (medium),"Own site (It’s not just support, it’s happiness. | Walsingham Support); email seen at https://www.walsingham.com/contact-us/; Supported living contract over £10m - includes housing",
Hestia Housing and Support,https://www.hestia.org,info@hestia.org,HAC5248 Tower Hamlets Asian Women's Refuge Service,Tower Hamlets,Tower Hamlets,commissioning council only,,e81f0f49-9ccb-4a68-bf1f-3ec3399b53b1,2018-02-19,verified (existing data),Contracts Finder harvest: Refuge service across two separate locations (rule 1 refuge; rule 3 multiple properties),
Providence Row Housing Association,https://prha.net/,info@prha.net,Heather Lodge and Glaucus Street,Tower Hamlets,Tower Hamlets,Commissioning council only - no participating authorities named in the notice,,AHS5035,28/02/2017,web research (high),Single-award contract kept: 2 schemes (Heather Lodge and Glaucus Street); Own site (Providence Row Housing Association),
Hestia Housing and Support,https://www.hestia.org,info@hestia.org,Huddlestone Close and Grand Union Place,Tower Hamlets,Tower Hamlets,Commissioning council only - no participating authorities named in the notice,,AHS5036,20/02/2017,verified (existing data),Single-award contract kept: 2 schemes (Huddlestone Close and Grand Union Place),
accomplish group,https://www.accomplishgroup.co.uk,info@accomplishgroup.co.uk,Learning Disability Residential & Supported Living (spot purchases) Framework,Tower Hamlets,Tower Hamlets,"Commissioning council only - no other authority evidenced. CF TOWER001-DN453709-97120610 and FTS 004428-2021 name Tower Hamlets as the sole buyer, and say 'Provision must be delivered within the borough or within a 3 miles radius of Tower Hamlets'.",,TOWER001-DN453709-97120610,12/02/2021,verified (existing data),,
East Living,https://www.lqgroup.org.uk/your-home/landq-living,No email published - contact page: https://www.lqgroup.org.uk/contact-us,Learning Disability Residential & Supported Living (spot purchases) Framework,Tower Hamlets,Tower Hamlets,"Commissioning council only - no other authority evidenced. CF TOWER001-DN453709-97120610 and FTS 004428-2021 name Tower Hamlets as the sole buyer, and say 'Provision must be delivered within the borough or within a 3 miles radius of Tower Hamlets'.",,TOWER001-DN453709-97120610,12/02/2021,web research (low),"East Living was East Thames's care and support subsidiary. East Thames merged into L&Q (2016/17), and East Living's supported living domiciliary service now sits under L&Q Living, so this is the group page. Only email on that page is recruitment@lq-living.co.uk (not general), so email left blank.",
Lewisham Nexus Service,https://everystory.org.uk/,enquiries@everystory.org.uk,Learning Disability Residential & Supported Living (spot purchases) Framework,Tower Hamlets,Tower Hamlets,"Commissioning council only - no other authority evidenced. CF TOWER001-DN453709-97120610 and FTS 004428-2021 name Tower Hamlets as the sole buyer, and say 'Provision must be delivered within the borough or within a 3 miles radius of Tower Hamlets'.",,TOWER001-DN453709-97120610,12/02/2021,web research (high),"Existing values correct: Lewisham Nexus merged with Aurora Options in 2021 (Aurora Nexus) and rebranded as EveryStory in Aug 2025 (charity 1035083, company 02786035).",
Look Ahead Housing and Care,https://www.lookahead.org.uk,getintouch@lookahead.org.uk,Learning Disability Residential & Supported Living (spot purchases) Framework,Tower Hamlets,Tower Hamlets,"Commissioning council only - no other authority evidenced. CF TOWER001-DN453709-97120610 and FTS 004428-2021 name Tower Hamlets as the sole buyer, and say 'Provision must be delivered within the borough or within a 3 miles radius of Tower Hamlets'.",,TOWER001-DN453709-97120610,12/02/2021,verified (existing data),,
Outward housing,https://www.outward.org.uk/,info@outward.org.uk,Learning Disability Residential & Supported Living (spot purchases) Framework,Tower Hamlets,Tower Hamlets,"Commissioning council only - no other authority evidenced. CF TOWER001-DN453709-97120610 and FTS 004428-2021 name Tower Hamlets as the sole buyer, and say 'Provision must be delivered within the borough or within a 3 miles radius of Tower Hamlets'.",,TOWER001-DN453709-97120610,12/02/2021,verified (existing data),,
